,States,Years,Quarter,Transaction_type,Transaction_count,Transaction_amount
2361,lakshadweep,2023,4,Recharge & bill payments,9527,5537222.0
2362,lakshadweep,2023,4,Financial Services,79,102991.0
2363,lakshadweep,2023,4,Others,56,111999.0
2364,lakshadweep,2024,1,Merchant payments,42704,26729830.0
2365,lakshadweep,2024,1,Peer-to-peer payments,28805,96802351.0
2366,lakshadweep,2024,1,Recharge & bill payments,9584,6450723.0
2367,lakshadweep,2024,1,Financial Services,36,19372.0
2368,lakshadweep,2024,1,Others,47,50105.0
2369,madhya-pradesh,2018,1,Recharge & bill payments,4404190,667057311.4560372
2370,madhya-pradesh,2018,1,Peer-to-peer payments,2848290,7590790588.551903
2371,madhya-pradesh,2018,1,Financial Services,230519,43374288.98373023
2372,madhya-pradesh,2018,1,Merchant payments,196394,170119673.71275404
2373,madhya-pradesh,2018,1,Others,346002,210261540.7414958
2374,madhya-pradesh,2018,2,Recharge & bill payments,5324535,1132090445.8903365
2375,madhya-pradesh,2018,2,Peer-to-peer payments,4269392,14155603482.492638
2376,madhya-pradesh,2018,2,Merchant payments,397135,339308203.1707404
2377,madhya-pradesh,2018,2,Financial Services,305553,53860331.805742756
2378,madhya-pradesh,2018,2,Others,264797,243218603.31985626
2379,madhya-pradesh,2018,3,Peer-to-peer payments,9988509,22057686208.544342
2380,madhya-pradesh,2018,3,Recharge & bill payments,5733261,1367773856.6756551
2381,madhya-pradesh,2018,3,Merchant payments,784995,465390819.59013355
2382,madhya-pradesh,2018,3,Financial Services,359440,46120458.63885434
2383,madhya-pradesh,2018,3,Others,260780,212770861.22341695
2384,madhya-pradesh,2018,4,Peer-to-peer payments,11456555,30897348664.90544
2385,madhya-pradesh,2018,4,Recharge & bill payments,7273502,1669345516.941368
2386,madhya-pradesh,2018,4,Merchant payments,2056426,1036249753.9278035
2387,madhya-pradesh,2018,4,Financial Services,313540,43367243.154430926
2388,madhya-pradesh,2018,4,Others,297532,259296894.03827757
2389,madhya-pradesh,2019,1,Peer-to-peer payments,23708825,44114206183.09186
2390,madhya-pradesh,2019,1,Recharge & bill payments,9966905,2423593841.716142
2391,madhya-pradesh,2019,1,Merchant payments,3018928,1263699222.3501081
2392,madhya-pradesh,2019,1,Financial Services,290838,28901169.292499043
2393,madhya-pradesh,2019,1,Others,315553,239879105.5972368
2394,madhya-pradesh,2019,2,Peer-to-peer payments,20868744,61758841793.87666
2395,madhya-pradesh,2019,2,Recharge & bill payments,12044969,3571897178.303101
2396,madhya-pradesh,2019,2,Merchant payments,7331352,2671155681.449155
2397,madhya-pradesh,2019,2,Financial Services,149197,18869661.513485767
2398,madhya-pradesh,2019,2,Others,451751,313802065.4154737
2399,madhya-pradesh,2019,3,Peer-to-peer payments,22631038,67648107703.0357
2400,madhya-pradesh,2019,3,Merchant payments,17163551,5147459307.101742
2401,madhya-pradesh,2019,3,Recharge & bill payments,13156616,4576521609.460834
2402,madhya-pradesh,2019,3,Financial Services,192821,25654168.60092132
2403,madhya-pradesh,2019,3,Others,466385,278578703.0441117
2404,madhya-pradesh,2019,4,Peer-to-peer payments,32083162,92064471161.9892
2405,madhya-pradesh,2019,4,Merchant payments,19447707,7304157801.612935
2406,madhya-pradesh,2019,4,Recharge & bill payments,16081734,5104821720.999016
2407,madhya-pradesh,2019,4,Financial Services,127116,24020060.932133198
2408,madhya-pradesh,2019,4,Others,392270,190456045.32494444
2409,madhya-pradesh,2020,1,Peer-to-peer payments,34540722,110325991607.38477
2410,madhya-pradesh,2020,1,Merchant payments,24618074,9898242848.25793
2411,madhya-pradesh,2020,1,Recharge & bill payments,19788516,6311610609.846225
2412,madhya-pradesh,2020,1,Financial Services,68055,30645714.401902914
2413,madhya-pradesh,2020,1,Others,351379,170790656.30339786
2414,madhya-pradesh,2020,2,Peer-to-peer payments,34860958,128184693854.7977
2415,madhya-pradesh,2020,2,Recharge & bill payments,27497528,8904067957.01212
2416,madhya-pradesh,2020,2,Merchant payments,13685723,10666223053.634727
2417,madhya-pradesh,2020,2,Financial Services,80988,62073621.44351514
2418,madhya-pradesh,2020,2,Others,215376,104956802.17437972
2419,madhya-pradesh,2020,3,Peer-to-peer payments,50871564,174978985034.2865
2420,madhya-pradesh,2020,3,Merchant payments,31879804,20621273981.65966
2421,madhya-pradesh,2020,3,Recharge & bill payments,25380467,9834190567.205517
2422,madhya-pradesh,2020,3,Financial Services,131725,122971108.07060198
2423,madhya-pradesh,2020,3,Others,316321,144259293.31583393
2424,madhya-pradesh,2020,4,Peer-to-peer payments,67972167,235584201864.22342
2425,madhya-pradesh,2020,4,Merchant payments,57707471,37315576877.14569
2426,madhya-pradesh,2020,4,Recharge & bill payments,27335834,10977774483.325565
2427,madhya-pradesh,2020,4,Financial Services,149532,132590450.07074244
2428,madhya-pradesh,2020,4,Others,487537,264996097.6059612
2429,madhya-pradesh,2021,1,Merchant payments,84812245,50098244499.50662
2430,madhya-pradesh,2021,1,Peer-to-peer payments,84070625,279938170703.8171
2431,madhya-pradesh,2021,1,Recharge & bill payments,32500681,13060914041.039404
2432,madhya-pradesh,2021,1,Financial Services,169378,161838389.7954778
2433,madhya-pradesh,2021,1,Others,445569,274786748.1299523
2434,madhya-pradesh,2021,2,Peer-to-peer payments,99367521,348935762191.10486
2435,madhya-pradesh,2021,2,Merchant payments,77113464,58839392449.9937
2436,madhya-pradesh,2021,2,Recharge & bill payments,46118636,17230546398.848663
2437,madhya-pradesh,2021,2,Financial Services,188726,177313389.66602695
2438,madhya-pradesh,2021,2,Others,526333,317753606.01156956
2439,madhya-pradesh,2021,3,Merchant payments,138433772,85885669792.43228
2440,madhya-pradesh,2021,3,Peer-to-peer payments,127654821,398912712886.4574
2441,madhya-pradesh,2021,3,Recharge & bill payments,44437315,19025346050.627724
2442,madhya-pradesh,2021,3,Financial Services,174454,180366422.58245987
2443,madhya-pradesh,2021,3,Others,742972,408508699.4365407
2444,madhya-pradesh,2021,4,Merchant payments,197193842,126461098235.02324
2445,madhya-pradesh,2021,4,Peer-to-peer payments,159649020,507118521843.3588
2446,madhya-pradesh,2021,4,Recharge & bill payments,46220966,22492766779.156635
2447,madhya-pradesh,2021,4,Financial Services,247925,246488171.37792647
2448,madhya-pradesh,2021,4,Others,996331,568617375.5894115
2449,madhya-pradesh,2022,1,Merchant payments,237691924,143310226696.7226
2450,madhya-pradesh,2022,1,Peer-to-peer payments,185008444,578201697703.7521
2451,madhya-pradesh,2022,1,Recharge & bill payments,48870314,25437774564.26215
2452,madhya-pradesh,2022,1,Financial Services,222923,219927120.15944034
2453,madhya-pradesh,2022,1,Others,909453,495513514.75128734
2454,madhya-pradesh,2022,2,Merchant payments,287616385,174183397721.35938
2455,madhya-pradesh,2022,2,Peer-to-peer payments,202093283,663180522499.3412
2456,madhya-pradesh,2022,2,Recharge & bill payments,54318983,29125694281.81933
2457,madhya-pradesh,2022,2,Financial Services,157672,153944499.74490312
2458,madhya-pradesh,2022,2,Others,713506,381178326.32090586
2459,madhya-pradesh,2022,3,Merchant payments,391105651,212445928287.3991
2460,madhya-pradesh,2022,3,Peer-to-peer payments,267013695,780650402034.3962
2461,madhya-pradesh,2022,3,Recharge & bill payments,72148870,39132574047.51802
2462,madhya-pradesh,2022,3,Financial Services,240678,236981163.63162854
2463,madhya-pradesh,2022,3,Others,750665,442608716.71893203
2464,madhya-pradesh,2022,4,Merchant payments,492999084,272801597092.4764
2465,madhya-pradesh,2022,4,Peer-to-peer payments,325467851,984255199293.6544
2466,madhya-pradesh,2022,4,Recharge & bill payments,79289399,45143248068.81734
2467,madhya-pradesh,2022,4,Financial Services,286931,278304972.64702964
2468,madhya-pradesh,2022,4,Others,785003,521508120.7286146
2469,madhya-pradesh,2023,1,Merchant payments,404378350,208281637594.0
2470,madhya-pradesh,2023,1,Peer-to-peer payments,263524301,809388762719.0
2471,madhya-pradesh,2023,1,Recharge & bill payments,65818962,43725957842.0
2472,madhya-pradesh,2023,1,Financial Services,226835,236606773.0
2473,madhya-pradesh,2023,1,Others,618522,393634973.0
2474,madhya-pradesh,2023,2,Merchant payments,479498828,236960764220.0
2475,madhya-pradesh,2023,2,Peer-to-peer payments,294125925,916102516476.0
2476,madhya-pradesh,2023,2,Recharge & bill payments,73584106,48712706741.0
2477,madhya-pradesh,2023,2,Financial Services,248905,289207465.0
2478,madhya-pradesh,2023,2,Others,579296,375754606.0
2479,madhya-pradesh,2023,3,Merchant payments,567760229,255858070965.0
2480,madhya-pradesh,2023,3,Peer-to-peer payments,333209928,929775417818.0
2481,madhya-pradesh,2023,3,Recharge & bill payments,76997837,51434802126.0
2482,madhya-pradesh,2023,3,Financial Services,318662,408838885.0
2483,madhya-pradesh,2023,3,Others,525937,344868455.0
2484,madhya-pradesh,2023,4,Merchant payments,648920525,304240605817.0
2485,madhya-pradesh,2023,4,Peer-to-peer payments,373769167,1063381622538.0
2486,madhya-pradesh,2023,4,Recharge & bill payments,78674422,58049633385.0
2487,madhya-pradesh,2023,4,Financial Services,394962,494411136.0
2488,madhya-pradesh,2023,4,Others,535537,336607811.0
2489,madhya-pradesh,2024,1,Merchant payments,760567063,350364865596.0
2490,madhya-pradesh,2024,1,Peer-to-peer payments,434322438,1209747808360.0
2491,madhya-pradesh,2024,1,Recharge & bill payments,90377724,64385288241.0
2492,madhya-pradesh,2024,1,Financial Services,392922,591281376.0
2493,madhya-pradesh,2024,1,Others,496467,330986291.0
2494,maharashtra,2018,1,Recharge & bill payments,9670237,2283567431.223535
2495,maharashtra,2018,1,Peer-to-peer payments,5227770,18283896464.750908
2496,maharashtra,2018,1,Merchant payments,616779,576964070.7366859
2497,maharashtra,2018,1,Financial Services,235051,60997258.060299724
2498,maharashtra,2018,1,Others,637197,506188032.9539564
2499,maharashtra,2018,2,Recharge & bill payments,12384216,3725800358.6814823
2500,maharashtra,2018,2,Peer-to-peer payments,7772336,30782831245.6586
2501,maharashtra,2018,2,Merchant payments,1306326,1226121649.4989598
2502,maharashtra,2018,2,Financial Services,262875,85545909.43528841
2503,maharashtra,2018,2,Others,559987,536758077.84638786
2504,maharashtra,2018,3,Recharge & bill payments,14371791,4547486090.186737
2505,maharashtra,2018,3,Peer-to-peer payments,13470065,45466534003.980484
2506,maharashtra,2018,3,Merchant payments,2797204,1702220875.4343855
2507,maharashtra,2018,3,Financial Services,234598,52348968.006728604
2508,maharashtra,2018,3,Others,664880,492227795.6386977
2509,maharashtra,2018,4,Peer-to-peer payments,20824667,68974011019.10294
2510,maharashtra,2018,4,Recharge & bill payments,18071025,5860865070.470685
2511,maharashtra,2018,4,Merchant payments,6047705,3985195742.2480145
2512,maharashtra,2018,4,Financial Services,325121,77345546.53012432
2513,maharashtra,2018,4,Others,821705,621519669.4818641
2514,maharashtra,2019,1,Peer-to-peer payments,37360716,97373087988.08871
2515,maharashtra,2019,1,Recharge & bill payments,24540041,8256500586.651282
2516,maharashtra,2019,1,Merchant payments,12069119,5172594695.5318
2517,maharashtra,2019,1,Financial Services,287569,49487746.20873056
2518,maharashtra,2019,1,Others,821624,569019903.8604956
2519,maharashtra,2019,2,Peer-to-peer payments,42546317,130558153687.9542
2520,maharashtra,2019,2,Recharge & bill payments,29395661,12197234771.434273
2521,maharashtra,2019,2,Merchant payments,27854042,9728561726.767143
2522,maharashtra,2019,2,Financial Services,182840,45291636.10507481
2523,maharashtra,2019,2,Others,1170993,765228265.7976472
2524,maharashtra,2019,3,Peer-to-peer payments,57991699,165731686168.5575
2525,maharashtra,2019,3,Merchant payments,54683738,17545729507.395977
2526,maharashtra,2019,3,Recharge & bill payments,34309301,15471698543.739597
2527,maharashtra,2019,3,Financial Services,231467,54108447.39407451
2528,maharashtra,2019,3,Others,1519376,814284077.8637518
2529,maharashtra,2019,4,Merchant payments,80127804,27209874138.487556
2530,maharashtra,2019,4,Peer-to-peer payments,78795871,227268054757.21698
2531,maharashtra,2019,4,Recharge & bill payments,40705998,17794666215.044445
2532,maharashtra,2019,4,Financial Services,129755,49622863.824426055
2533,maharashtra,2019,4,Others,1501192,672210824.9770112
2534,maharashtra,2020,1,Merchant payments,100337738,35200130304.82776
2535,maharashtra,2020,1,Peer-to-peer payments,87067410,262541205695.8384
2536,maharashtra,2020,1,Recharge & bill payments,50199498,21603565070.425602
2537,maharashtra,2020,1,Financial Services,123476,91363684.1276232
2538,maharashtra,2020,1,Others,1215959,558931962.876125
2539,maharashtra,2020,2,Peer-to-peer payments,74295930,239933338682.6934
2540,maharashtra,2020,2,Recharge & bill payments,60856480,23112343247.416145
2541,maharashtra,2020,2,Merchant payments,48965388,32859184582.219048
2542,maharashtra,2020,2,Financial Services,206461,211733275.7829895
2543,maharashtra,2020,2,Others,466502,242917371.3033281
2544,maharashtra,2020,3,Peer-to-peer payments,108436214,351555554813.2122
2545,maharashtra,2020,3,Merchant payments,100808237,60171102123.94888
2546,maharashtra,2020,3,Recharge & bill payments,58082283,27915727882.59293
2547,maharashtra,2020,3,Financial Services,325453,333669599.61883616
2548,maharashtra,2020,3,Others,658737,331024593.0721529
2549,maharashtra,2020,4,Merchant payments,189845640,103804638603.74611
2550,maharashtra,2020,4,Peer-to-peer payments,151741840,485747881733.823
2551,maharashtra,2020,4,Recharge & bill payments,64556682,31556917821.77767
2552,maharashtra,2020,4,Financial Services,398409,418399992.5395771
2553,maharashtra,2020,4,Others,1078433,627692680.4078207
2554,maharashtra,2021,1,Merchant payments,253043309,129493046208.15726
2555,maharashtra,2021,1,Peer-to-peer payments,187021609,599213284361.7993
2556,maharashtra,2021,1,Recharge & bill payments,76389103,40057211827.15962
2557,maharashtra,2021,1,Financial Services,439551,492900202.68315214
2558,maharashtra,2021,1,Others,966668,630909553.4508264
2559,maharashtra,2021,2,Merchant payments,247194293,150864465217.02304
2560,maharashtra,2021,2,Peer-to-peer payments,228551961,719859665693.5271
2561,maharashtra,2021,2,Recharge & bill payments,96271138,43154405548.44597
2562,maharashtra,2021,2,Financial Services,504252,536780917.0359157
2563,maharashtra,2021,2,Others,1094842,699738247.6695637
2564,maharashtra,2021,3,Merchant payments,390051884,216701984638.98932
2565,maharashtra,2021,3,Peer-to-peer payments,296951706,890860873379.5576
2566,maharashtra,2021,3,Recharge & bill payments,103943973,50242023586.056046
2567,maharashtra,2021,3,Financial Services,448646,579098938.658318
2568,maharashtra,2021,3,Others,1477851,873324624.1826177
2569,maharashtra,2021,4,Merchant payments,540351277,305512280091.4157
2570,maharashtra,2021,4,Peer-to-peer payments,361865450,1109862480618.2227
2571,maharashtra,2021,4,Recharge & bill payments,105990417,58087950922.43887
2572,maharashtra,2021,4,Financial Services,606265,707102765.3058928
2573,maharashtra,2021,4,Others,1918093,1188658731.1175365
2574,maharashtra,2022,1,Merchant payments,646277671,340240479374.36835
2575,maharashtra,2022,1,Peer-to-peer payments,411989717,1274889182430.209
2576,maharashtra,2022,1,Recharge & bill payments,108896881,64507860103.55089
2577,maharashtra,2022,1,Financial Services,583243,677612619.2786882
2578,maharashtra,2022,1,Others,1758926,1084139453.7274752
2579,maharashtra,2022,2,Merchant payments,810961772,428469294407.1603
2580,maharashtra,2022,2,Peer-to-peer payments,470258043,1501201968773.8115
2581,maharashtra,2022,2,Recharge & bill payments,124280427,75110969246.16316
2582,maharashtra,2022,2,Financial Services,490152,559321829.4503716
2583,maharashtra,2022,2,Others,1542719,930827919.303539
2584,maharashtra,2022,3,Merchant payments,876618082,432250721734.13074
2585,maharashtra,2022,3,Peer-to-peer payments,483481713,1434565548650.9136
2586,maharashtra,2022,3,Recharge & bill payments,124545840,79360150487.36568
2587,maharashtra,2022,3,Financial Services,521362,571583115.6687979
2588,maharashtra,2022,3,Others,1222420,831183386.4681726
2589,maharashtra,2022,4,Merchant payments,1025666187,502660888415.46185
2590,maharashtra,2022,4,Peer-to-peer payments,535142126,1622619308526.9614
2591,maharashtra,2022,4,Recharge & bill payments,126118544,83576414221.03232
2592,maharashtra,2022,4,Financial Services,620124,699276779.1906543
2593,maharashtra,2022,4,Others,1228291,914951674.4842072
2594,maharashtra,2023,1,Merchant payments,1134579287,502987953087.0
2595,maharashtra,2023,1,Peer-to-peer payments,572326605,1752752577223.0
2596,maharashtra,2023,1,Recharge & bill payments,139414546,104828264973.0
2597,maharashtra,2023,1,Financial Services,667987,763120514.0
2598,maharashtra,2023,1,Others,1280074,953990262.0
2599,maharashtra,2023,2,Merchant payments,1289778683,567713506184.0
2600,maharashtra,2023,2,Peer-to-peer payments,620475611,1923752701888.0
2601,maharashtra,2023,2,Recharge & bill payments,151613474,112846643294.0
2602,maharashtra,2023,2,Financial Services,697164,821061690.0
2603,maharashtra,2023,2,Others,1152916,870693412.0
2604,maharashtra,2023,3,Merchant payments,1442968360,623156210487.0
2605,maharashtra,2023,3,Peer-to-peer payments,689021709,2006148405860.0
2606,maharashtra,2023,3,Recharge & bill payments,156785138,120947991569.0
2607,maharashtra,2023,3,Financial Services,824436,1088491523.0
2608,maharashtra,2023,3,Others,1078944,831084802.0
2609,maharashtra,2023,4,Merchant payments,1646497204,707862700173.0
2610,maharashtra,2023,4,Peer-to-peer payments,767517612,2254104157529.0
2611,maharashtra,2023,4,Recharge & bill payments,155965094,133821812867.0
2612,maharashtra,2023,4,Financial Services,1025481,1362709031.0
2613,maharashtra,2023,4,Others,1157334,863555358.0
2614,maharashtra,2024,1,Merchant payments,1821471481,754044465385.0
2615,maharashtra,2024,1,Peer-to-peer payments,843766518,2472993827118.0
2616,maharashtra,2024,1,Recharge & bill payments,168431872,143453128973.0
2617,maharashtra,2024,1,Financial Services,1024838,1577112130.0
2618,maharashtra,2024,1,Others,1075772,830361250.0
2619,manipur,2018,1,Recharge & bill payments,50212,6463184.554711691
2620,manipur,2018,1,Peer-to-peer payments,26382,115495173.55796441
2621,manipur,2018,1,Financial Services,2660,412579.53985461866
2622,manipur,2018,1,Merchant payments,1614,3616475.6407912206
2623,manipur,2018,1,Others,3201,2058760.6368871084
2624,manipur,2018,2,Recharge & bill payments,77991,11541247.784420915
2625,manipur,2018,2,Peer-to-peer payments,60365,232157389.7914803
2626,manipur,2018,2,Financial Services,5992,1241901.2660397931
2627,manipur,2018,2,Merchant payments,4041,5366759.827729835
2628,manipur,2018,2,Others,3332,2902422.6498233806
2629,manipur,2018,3,Peer-to-peer payments,95204,357768750.1845896
2630,manipur,2018,3,Recharge & bill payments,81323,13912990.484925149
2631,manipur,2018,3,Merchant payments,7396,9180953.977358334
2632,manipur,2018,3,Financial Services,2577,333081.6368315
2633,manipur,2018,3,Others,2758,2135468.510417797
2634,manipur,2018,4,Recharge & bill payments,113507,18898063.282383174
2635,manipur,2018,4,Peer-to-peer payments,104872,562009595.9601889
2636,manipur,2018,4,Merchant payments,13333,20685433.28430717
2637,manipur,2018,4,Financial Services,1452,307325.2437723951
2638,manipur,2018,4,Others,2946,3783141.5353601985
2639,manipur,2019,1,Peer-to-peer payments,127067,619919870.7455351
2640,manipur,2019,1,Recharge & bill payments,120000,22106830.369149238
2641,manipur,2019,1,Merchant payments,15190,14580183.380707521
2642,manipur,2019,1,Financial Services,800,174777.17283837448
2643,manipur,2019,1,Others,2352,3116398.755848917
2644,manipur,2019,2,Peer-to-peer payments,120153,679785849.1398683
2645,manipur,2019,2,Recharge & bill payments,116500,23573234.273060285
2646,manipur,2019,2,Merchant payments,18044,15996651.145700552
2647,manipur,2019,2,Financial Services,387,91955.01538259834
2648,manipur,2019,2,Others,2341,3342252.5754885403
2649,manipur,2019,3,Recharge & bill payments,180057,36634657.049143404
2650,manipur,2019,3,Peer-to-peer payments,144965,803335616.6325192
2651,manipur,2019,3,Merchant payments,17683,20490224.443041254
2652,manipur,2019,3,Financial Services,358,367865.7884662621
2653,manipur,2019,3,Others,1945,2723638.649764262
2654,manipur,2019,4,Recharge & bill payments,212136,44202546.57396081
2655,manipur,2019,4,Peer-to-peer payments,211927,1123258478.445069
2656,manipur,2019,4,Merchant payments,23094,30486780.446382143
2657,manipur,2019,4,Financial Services,548,240641.7657683481
2658,manipur,2019,4,Others,1639,2709234.857456133
2659,manipur,2020,1,Peer-to-peer payments,451733,2458093401.740467
2660,manipur,2020,1,Recharge & bill payments,285234,62688260.379548095
2661,manipur,2020,1,Merchant payments,78067,74202067.0664826
2662,manipur,2020,1,Financial Services,622,354184.4660589617
2663,manipur,2020,1,Others,3145,3252467.2243867153
2664,manipur,2020,2,Peer-to-peer payments,533206,2980242535.075443
2665,manipur,2020,2,Recharge & bill payments,450830,107589094.29890464
2666,manipur,2020,2,Merchant payments,92110,106540409.29886684
2667,manipur,2020,2,Financial Services,1676,1457570.8004862315
2668,manipur,2020,2,Others,5246,3106603.331810386
2669,manipur,2020,3,Peer-to-peer payments,774786,4301284799.331292
2670,manipur,2020,3,Recharge & bill payments,464659,113190539.14969069
2671,manipur,2020,3,Merchant payments,170653,195132026.6311202
2672,manipur,2020,3,Financial Services,1878,1593035.944066228
2673,manipur,2020,3,Others,8192,4775719.8143366445
2674,manipur,2020,4,Peer-to-peer payments,892853,5172499337.530437
2675,manipur,2020,4,Recharge & bill payments,436450,114202616.34869762
2676,manipur,2020,4,Merchant payments,289050,307902115.38207734
2677,manipur,2020,4,Financial Services,1806,2448402.9142817147
2678,manipur,2020,4,Others,7693,5172086.283260544
2679,manipur,2021,1,Peer-to-peer payments,1117829,6402367883.667423
2680,manipur,2021,1,Recharge & bill payments,796590,223955812.58644393
2681,manipur,2021,1,Merchant payments,377280,433297594.1352152
2682,manipur,2021,1,Financial Services,3398,4385333.1754908115
2683,manipur,2021,1,Others,8438,6280890.914669826
2684,manipur,2021,2,Peer-to-peer payments,1372821,7041837917.785187
2685,manipur,2021,2,Recharge & bill payments,1187952,305103750.5728581
2686,manipur,2021,2,Merchant payments,510734,531484849.4914169
2687,manipur,2021,2,Financial Services,4165,4256098.232237183
2688,manipur,2021,2,Others,10603,7145346.314942012
2689,manipur,2021,3,Peer-to-peer payments,1819423,9134806594.52819
2690,manipur,2021,3,Recharge & bill payments,1368584,367664440.53237265
2691,manipur,2021,3,Merchant payments,735707,889317377.086526
2692,manipur,2021,3,Financial Services,3460,5625517.975461649
2693,manipur,2021,3,Others,14222,9447098.78230339
2694,manipur,2021,4,Peer-to-peer payments,2199970,10998828287.529043
2695,manipur,2021,4,Recharge & bill payments,1451488,412791673.8037664
2696,manipur,2021,4,Merchant payments,1013985,1229517397.4561875
2697,manipur,2021,4,Financial Services,4671,5941100.580610943
2698,manipur,2021,4,Others,17325,11393578.842227157
2699,manipur,2022,1,Peer-to-peer payments,2517626,12169368063.4095
2700,manipur,2022,1,Recharge & bill payments,1528476,469035958.34841275
2701,manipur,2022,1,Merchant payments,1247205,1489604137.2090888
2702,manipur,2022,1,Financial Services,4878,6057615.527015026
2703,manipur,2022,1,Others,15494,10435303.87979853
2704,manipur,2022,2,Peer-to-peer payments,2843426,12704512238.809605
2705,manipur,2022,2,Merchant payments,1709547,1757831052.0706987
2706,manipur,2022,2,Recharge & bill payments,1533778,448637966.718931
2707,manipur,2022,2,Financial Services,4069,4753628.558008127
2708,manipur,2022,2,Others,14812,7175748.992065379
2709,manipur,2022,3,Peer-to-peer payments,3127266,12927705072.13747
2710,manipur,2022,3,Merchant payments,1829741,2010460357.0881667
2711,manipur,2022,3,Recharge & bill payments,1379911,432182393.84038734
2712,manipur,2022,3,Financial Services,4524,4671353.405444902
2713,manipur,2022,3,Others,11300,6411090.828254536
2714,manipur,2022,4,Peer-to-peer payments,3259645,13133729481.472115
2715,manipur,2022,4,Merchant payments,1828984,2074698993.4220653
2716,manipur,2022,4,Recharge & bill payments,1325391,406031254.0798015
2717,manipur,2022,4,Financial Services,4691,5754919.963910458
2718,manipur,2022,4,Others,9959,5742049.403589871
2719,manipur,2023,1,Peer-to-peer payments,1703742,7281781083.0
2720,manipur,2023,1,Merchant payments,933135,1083073192.0
2721,manipur,2023,1,Recharge & bill payments,613398,214427498.0
2722,manipur,2023,1,Financial Services,3529,3178295.0
2723,manipur,2023,1,Others,4579,3104024.0
2724,manipur,2023,2,Peer-to-peer payments,812842,3763543566.0
2725,manipur,2023,2,Merchant payments,499534,569980400.0
2726,manipur,2023,2,Recharge & bill payments,290239,127777535.0
2727,manipur,2023,2,Financial Services,1849,1430976.0
2728,manipur,2023,2,Others,1807,1144176.0
2729,manipur,2023,3,Peer-to-peer payments,450548,3054677807.0
2730,manipur,2023,3,Merchant payments,222132,418107590.0
2731,manipur,2023,3,Recharge & bill payments,189582,131240898.0
2732,manipur,2023,3,Financial Services,2290,3551704.0
2733,manipur,2023,3,Others,926,708602.0
2734,manipur,2023,4,Peer-to-peer payments,1098359,5690075337.0
2735,manipur,2023,4,Merchant payments,638811,893960176.0
2736,manipur,2023,4,Recharge & bill payments,368865,209606825.0
2737,manipur,2023,4,Financial Services,4438,5093670.0
2738,manipur,2023,4,Others,2727,1589290.0
2739,manipur,2024,1,Peer-to-peer payments,1925478,7502533003.0
2740,manipur,2024,1,Merchant payments,1303360,1446015880.0
2741,manipur,2024,1,Recharge & bill payments,607751,282103846.0
2742,manipur,2024,1,Financial Services,4717,9906854.0
2743,manipur,2024,1,Others,4258,2413740.0
2744,meghalaya,2018,1,Recharge & bill payments,31857,6028476.149090356
2745,meghalaya,2018,1,Peer-to-peer payments,13274,55943496.515886314
2746,meghalaya,2018,1,Merchant payments,1605,2395888.4397623385
2747,meghalaya,2018,1,Financial Services,532,144318.2545571151
2748,meghalaya,2018,1,Others,2303,1738080.43060439
2749,meghalaya,2018,2,Recharge & bill payments,42625,9657896.164724296
2750,meghalaya,2018,2,Peer-to-peer payments,19894,101140464.66239843
2751,meghalaya,2018,2,Merchant payments,2929,3663446.436220131
2752,meghalaya,2018,2,Financial Services,592,580648.3434132106
2753,meghalaya,2018,2,Others,1817,1962212.2350756058
2754,meghalaya,2018,3,Recharge & bill payments,60625,14231601.453371253
2755,meghalaya,2018,3,Peer-to-peer payments,40832,187460582.05754715
2756,meghalaya,2018,3,Merchant payments,5802,5458930.689379572
2757,meghalaya,2018,3,Financial Services,748,552674.5783359876
2758,meghalaya,2018,3,Others,2283,2149872.755760235
2759,meghalaya,2018,4,Recharge & bill payments,82962,18100891.637344178
2760,meghalaya,2018,4,Peer-to-peer payments,58952,301941442.7059927
2761,meghalaya,2018,4,Merchant payments,15768,14434314.193342488
2762,meghalaya,2018,4,Financial Services,763,190875.18848979956
2763,meghalaya,2018,4,Others,2687,2918155.2795046642
2764,meghalaya,2019,1,Recharge & bill payments,98817,23006751.795504905
2765,meghalaya,2019,1,Peer-to-peer payments,90694,358932132.1046898
2766,meghalaya,2019,1,Merchant payments,16073,14297275.230527855
2767,meghalaya,2019,1,Financial Services,659,62335.064750311045
2768,meghalaya,2019,1,Others,2498,2738667.957962149
2769,meghalaya,2019,2,Recharge & bill payments,108812,27248605.429233357
2770,meghalaya,2019,2,Peer-to-peer payments,97407,446537199.17356837
2771,meghalaya,2019,2,Merchant payments,22588,15600927.006629137
2772,meghalaya,2019,2,Financial Services,460,106800.75308155928
2773,meghalaya,2019,2,Others,3019,3437756.744766518
2774,meghalaya,2019,3,Recharge & bill payments,155949,38916251.42165714
2775,meghalaya,2019,3,Peer-to-peer payments,116168,546221812.6889315
2776,meghalaya,2019,3,Merchant payments,31201,23461321.889810227
2777,meghalaya,2019,3,Financial Services,421,584192.9488108774
2778,meghalaya,2019,3,Others,2811,3035023.204323471
2779,meghalaya,2019,4,Recharge & bill payments,175084,43611775.02621875
2780,meghalaya,2019,4,Peer-to-peer payments,163734,670870023.4297696
2781,meghalaya,2019,4,Merchant payments,24430,25344714.50557894
2782,meghalaya,2019,4,Financial Services,382,124511.63613216748
2783,meghalaya,2019,4,Others,2351,2485447.192519395
2784,meghalaya,2020,1,Recharge & bill payments,226214,59666071.21530793
