,States,Years,Quarter,Transaction_type,Transaction_count,Transaction_amount
502,Telangana,2022,2,Insurance,45600,58056956.0
503,Telangana,2022,3,Insurance,51465,64798126.0
504,Telangana,2022,4,Insurance,64655,88544127.0
505,Telangana,2023,1,Insurance,54508,82678207.0
506,Telangana,2023,2,Insurance,55118,79238968.0
507,Telangana,2023,3,Insurance,61523,84397465.0
508,Telangana,2023,4,Insurance,63993,105605522.0
509,Telangana,2024,1,Insurance,67388,105607539.0
510,Tripura,2020,2,Insurance,88,22054.0
511,Tripura,2020,3,Insurance,249,61642.0
512,Tripura,2020,4,Insurance,244,149765.0
513,Tripura,2021,1,Insurance,360,191531.0
514,Tripura,2021,2,Insurance,381,409934.0
515,Tripura,2021,3,Insurance,494,649961.0
516,Tripura,2021,4,Insurance,702,1022508.0
517,Tripura,2022,1,Insurance,907,1493401.0
518,Tripura,2022,2,Insurance,1021,1509105.0
519,Tripura,2022,3,Insurance,1590,2105984.0
520,Tripura,2022,4,Insurance,1508,2112534.0
521,Tripura,2023,1,Insurance,1642,2404958.0
522,Tripura,2023,2,Insurance,1563,2163813.0
523,Tripura,2023,3,Insurance,2071,2899393.0
524,Tripura,2023,4,Insurance,2237,3169741.0
525,Tripura,2024,1,Insurance,2637,3417568.0
526,Uttar Pradesh,2020,2,Insurance,9884,1912266.0
527,Uttar Pradesh,2020,3,Insurance,18131,4436969.0
528,Uttar Pradesh,2020,4,Insurance,17470,14180417.0
529,Uttar Pradesh,2021,1,Insurance,24103,18027573.0
530,Uttar Pradesh,2021,2,Insurance,25952,25137571.0
531,Uttar Pradesh,2021,3,Insurance,32799,32641118.0
532,Uttar Pradesh,2021,4,Insurance,44132,59654951.0
533,Uttar Pradesh,2022,1,Insurance,45996,73014969.0
534,Uttar Pradesh,2022,2,Insurance,55133,77434953.0
535,Uttar Pradesh,2022,3,Insurance,64514,87703512.0
536,Uttar Pradesh,2022,4,Insurance,77022,116755813.0
537,Uttar Pradesh,2023,1,Insurance,73080,127110494.0
538,Uttar Pradesh,2023,2,Insurance,74194,122522457.0
539,Uttar Pradesh,2023,3,Insurance,78940,121483170.0
540,Uttar Pradesh,2023,4,Insurance,92125,165509877.0
541,Uttar Pradesh,2024,1,Insurance,103701,176442664.0
542,Uttarakhand,2020,2,Insurance,660,134899.0
543,Uttarakhand,2020,3,Insurance,1403,418543.0
544,Uttarakhand,2020,4,Insurance,1756,1961891.0
545,Uttarakhand,2021,1,Insurance,2607,2719327.0
546,Uttarakhand,2021,2,Insurance,2742,3265717.0
547,Uttarakhand,2021,3,Insurance,4111,4646571.0
548,Uttarakhand,2021,4,Insurance,5529,7849020.0
549,Uttarakhand,2022,1,Insurance,5339,8824948.0
550,Uttarakhand,2022,2,Insurance,5773,9168313.0
551,Uttarakhand,2022,3,Insurance,6784,10070172.0
552,Uttarakhand,2022,4,Insurance,8750,13817747.0
553,Uttarakhand,2023,1,Insurance,7552,13599026.0
554,Uttarakhand,2023,2,Insurance,8051,14034915.0
555,Uttarakhand,2023,3,Insurance,7856,12636749.0
556,Uttarakhand,2023,4,Insurance,10040,19045152.0
557,Uttarakhand,2024,1,Insurance,11533,19531483.0
558,West Bengal,2020,2,Insurance,7619,1432764.0
559,West Bengal,2020,3,Insurance,12596,2878482.0
560,West Bengal,2020,4,Insurance,10233,7510455.0
561,West Bengal,2021,1,Insurance,15488,11172042.0
562,West Bengal,2021,2,Insurance,15200,12396029.0
563,West Bengal,2021,3,Insurance,24839,21424337.0
564,West Bengal,2021,4,Insurance,26320,31282871.0
565,West Bengal,2022,1,Insurance,38779,51160527.0
566,West Bengal,2022,2,Insurance,33542,41737021.0
567,West Bengal,2022,3,Insurance,47853,59092307.0
568,West Bengal,2022,4,Insurance,54277,70466433.0
569,West Bengal,2023,1,Insurance,56833,77461732.0
570,West Bengal,2023,2,Insurance,49792,65204280.0
571,West Bengal,2023,3,Insurance,58131,76359312.0
572,West Bengal,2023,4,Insurance,72712,100365562.0
573,West Bengal,2024,1,Insurance,79576,104987909.0
